video,prompt,negative_prompt,num_images
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/28/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 28),,88
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/280/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 280),,149
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/281/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 281),,168
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/282/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 282),,63
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/283/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 283),,129
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/284/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 284),,158
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/285/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 285),,141
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/286/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 286),,148
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/287/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 287),,133
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/288/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 288),,245
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/289/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 289),,160
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/29/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 29),,49
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/290/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 290),,61
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/291/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 291),,49
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/292/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 292),,177
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/293/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 293),,138
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/294/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 294),,136
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/295/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 295),,169
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/296/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 296),,156
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/297/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 297),,140
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/298/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 298),,139
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/299/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 299),,141
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/3/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 3),,78
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/30/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 30),,127
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/300/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 300),,169
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/301/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 301),,131
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/302/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 302),,146
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/303/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 303),,144
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/304/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 304),,162
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/305/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 305),,136
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/306/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 306),,49
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/307/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 307),,49
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/308/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 308),,166
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/309/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 309),,137
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/31/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 31),,120
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/310/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 310),,61
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/311/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 311),,48
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/312/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 312),,148
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/313/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 313),,158
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/314/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 314),,50
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/315/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 315),,133
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/316/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 316),,49
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/317/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 317),,137
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/318/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 318),,49
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/319/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 319),,49
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/32/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 32),,49
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/320/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 320),,146
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/321/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 321),,137
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/322/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 322),,141
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/323/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 323),,140
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/324/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 324),,61
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/325/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 325),,128
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/326/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 326),,150
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/327/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 327),,149
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/328/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 328),,145
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/329/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 329),,139
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/33/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 33),,50
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/330/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 330),,161
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/331/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 331),,173
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/332/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 332),,133
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/333/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 333),,94
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/335/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 335),,45
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/336/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 336),,46
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/337/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 337),,46
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/338/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 338),,46
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/339/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 339),,46
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/34/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 34),,135
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/340/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 340),,46
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/341/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 341),,46
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/342/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 342),,58
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/343/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 343),,68
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/344/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 344),,49
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/345/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 345),,49
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/346/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 346),,49
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/347/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 347),,49
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/348/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 348),,60
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/349/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 349),,60
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/35/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 35),,167
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/350/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 350),,50
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/351/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 351),,69
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/352/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 352),,91
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/353/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 353),,50
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/354/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 354),,80
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/355/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 355),,68
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/356/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 356),,95
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/357/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 357),,202
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/358/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 358),,49
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/359/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 359),,60
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/36/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 36),,61
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/360/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 360),,50
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/361/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 361),,154
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/362/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 362),,106
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/363/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 363),,95
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/364/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 364),,60
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/365/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 365),,175
/scratch/vcj9002/MagicPhysics/test_ball_and_block_collect/366/env/camera/cam_0,A physics simulation of a ball and block interaction (scene 366),,212
